name;lat;lon;pop;textsize
Maryborough;-25.54073;152.70493;20678;4
Marrickville;-33.91667;151.16667;23161;4
Maroubra;-33.95;151.23333;26539;5
Manly;-33.79798;151.28826;13950;2
Mackay;-21.15345;149.16554;75922;15
Liverpool;-33.9;150.93333;21317;4
Lithgow;-33.48247;150.13631;11128;2
Lismore;-28.81354;153.2773;31430;6
Lidcombe;-33.86436;151.0397;14161;2
Leichhardt;-33.88333;151.15;12247;2
Lawson;-33.72064;150.42975;10598;2
Lavington;-36.05;146.93333;12476;2
Launceston;-41.43876;147.13467;72458;14
Lakemba;-33.91667;151.08333;14468;2
Kurri Kurri;-32.81933;151.47908;10990;2
Kingston;-42.97638;147.30351;14371;2
Kiama;-34.66828;150.85219;10379;2
Kensington;-33.91667;151.21667;10847;2
Katoomba;-33.71977;150.30739;18593;3
Innisfail;-17.52209;146.03102;10143;2
Ingleburn;-34;150.86667;13541;2
Horsham;-36.71131;142.19981;12830;2
Hornsby;-33.70244;151.09931;18800;3
Hobart;-42.87936;147.32941;47700;9
Gympie;-26.18979;152.66499;11027;2
Griffith;-34.28853;146.05093;15455;3
Greensborough;-37.70462;145.10302;20214;4
Granville;-33.83333;151.01667;22889;4
Goulburn;-34.75155;149.72086;20940;4
Goonellabah;-28.81667;153.31667;12137;2
Gold Coast;-28.00029;153.43088;527660;105
Glenorchy;-42.83343;147.27593;10062;2
Gladstone;-23.84761;151.25635;30489;6
Geelong West;-38.13333;144.35;150437;30
Geelong;-38.14711;144.36069;160991;32
Frankston East;-38.13333;145.13333;34457;6
Forster;-32.18136;152.51715;17591;3
Epping;-33.77271;151.08184;18969;3
Engadine;-34.06667;151.01667;17937;3
Echuca;-36.14057;144.75185;19457;3
East Maitland;-32.75;151.58333;11310;2
Earlwood;-33.95;151.1;16564;3
Dubbo;-32.24295;148.60484;29361;5
Doonside;-33.76667;150.86667;13031;2
Dingley Village;-37.9827;145.1342;10072;2
Devonport;-41.17695;146.35152;19317;3
Deception Bay;-27.19354;153.02631;16090;3
Darlinghurst;-33.87939;151.21925;10128;2
Dapto;-34.5;150.78333;10478;2
Cronulla;-34.05;151.15;16754;3
Cranbourne;-38.1;145.28333;39419;7
Craigieburn;-37.6;144.95;19728;3
Coogee;-33.9205;151.25522;13179;2
Concord;-33.86667;151.1;13008;2
Coffs Harbour;-30.29626;153.11351;62978;12
Cleveland;-27.53333;153.26667;13776;2
Clayton South;-37.93333;145.11667;11600;2
Wollongong;-34.424;150.89345;260914;52
Charlestown;-32.95;151.66667;11725;2
Cessnock;-32.83211;151.35623;16393;3
Castle Hill;-33.73333;151;35389;7
Carlingford;-33.78269;151.04888;21364;4
Caringbah;-34.05;151.13333;21283;4
Canberra;-35.28346;149.12807;327700;65
Camberwell;-37.84205;145.0694;19637;3
Caloundra;-26.79709;153.13771;38706;7
Cairns;-16.92304;145.76625;154225;30
Caboolture;-27.08465;152.9511;21478;4
Burnie;-41.05584;145.90375;19972;3
Bundaberg;-24.86621;152.3479;52472;10
Buderim;-26.68443;153.05705;15228;3
Brunswick;-37.76667;144.96667;19867;3
Broken Hill;-31.96173;141.45998;17395;3
Brisbane;-27.46794;153.02809;958504;191
Bowen;-20.01367;148.24754;10983;2
Bongaree;-27.08367;153.15942;13649;2
Blacktown;-33.76667;150.91667;39000;7
Bentleigh;-37.91806;145.03544;14271;2
Bendigo;-36.75818;144.28024;81657;16
Bathurst;-33.41665;149.5806;40000;8
Batemans Bay;-35.70658;150.17542;10557;2
Banora Point;-28.21298;153.53634;27368;5
Ballina;-28.86414;153.56541;14242;2
Ballarat;-37.56622;143.84957;85109;17
Bairnsdale;-37.82289;147.61041;11005;2
Bacchus Marsh;-37.67268;144.43829;13575;2
Armidale;-30.50828;151.67123;22673;4
Albury;-36.07494;146.92394;104258;20
Raymond Terrace;-32.75;151.75;13606;2
Sandy Bay;-42.913;147.35318;11334;2
South Brisbane;-27.48333;153.01667;60000;12
Parkdale;-37.99423;145.07339;10618;2
Paddington;-33.88528;151.23;11661;2
Drummoyne;-33.85361;151.15417;10385;2
Neutral Bay;-33.83889;151.21667;10276;2
Randwick;-33.91667;151.24167;25819;5
Bondi;-33.89167;151.26667;10373;2
Gladesville;-33.83333;151.13333;10835;2
Dee Why;-33.75;151.3;17463;3
Palmerston;-12.48602;130.9833;25000;5
Karratha;-20.73765;116.84629;11728;2
Hillarys;-31.80698;115.74045;10160;2
Kingsford;-33.92399;151.22749;14232;2
Como;-31.99119;115.86336;12425;2
Inala;-27.59715;152.97432;12568;2
Bracken Ridge;-27.3171;153.03097;15355;3
Rainbow Beach;-25.90432;153.09174;88946;17
North Shore;-31.40237;152.90185;207241;41
North Ryde;-33.79677;151.12436;17208;3
Caroline Springs;-37.74124;144.73631;10880;2
Hoppers Crossing;-37.88264;144.7003;38108;7
Logan City;-27.63917;153.10944;253861;50
Carindale;-27.50578;153.10236;15135;3
Paramatta;-33.8178;151.00348;18448;3
Ferntree Gully;-37.88461;145.29539;24724;4
City of Parramatta;-33.81667;151;148086;29
Adelaide Hills;-34.91118;138.70735;60000;12
Canning Vale;-32.05798;115.91814;23289;4
Varsity Lakes;-28.0894;153.4122;11796;2
Glenmore Park;-33.79068;150.6693;19200;3
Melton West;-37.67852;144.56883;10381;2
Ashwood;-37.86659;145.10553;12420;2
Glen Iris;-37.85995;145.05489;23270;4
Toorak;-37.84077;145.00957;13127;2
Caulfield North;-37.87255;145.02262;14034;2
Elwood;-37.8817;144.98305;13785;2
Burwood;-37.84978;145.11901;11886;2
Blackburn;-37.81901;145.15326;11958;2
Surrey Hills;-37.82524;145.10038;13105;2
Hawthorn East;-37.82484;145.0464;13133;2
Balwyn North;-37.79086;145.09386;19968;3
Box Hill North;-37.80266;145.12656;10649;2
Blackburn South;-37.83975;145.15549;10129;2
Chadstone;-37.88766;145.09519;12357;2
Carnegie;-37.88867;145.05713;15084;3
Malvern East;-37.87397;145.04253;19593;3
Caulfield South;-37.89673;145.02734;11113;2
Brighton East;-37.90141;145.01884;15167;3
Hampton;-37.93723;145.0046;11825;2
Bentleigh;-37.9184;145.03584;14271;2
Bentleigh East;-37.9201;145.05987;24520;4
Booval;-27.61328;152.78944;20540;4
St Albans;-37.74496;144.80049;33511;6
Altona North;-37.83487;144.84735;10886;2
Endeavour Hills;-37.97695;145.25866;25000;5
Clayton;-37.91731;145.13041;15500;3
Robina;-28.07751;153.38571;27887;5
Oranjestad;12.52398;-70.02703;29998;5
Babijn;12.53333;-69.98333;40627;8
Arasji;12.61667;-70.06667;14649;2
Angochi;12.51667;-69.95;29442;5
Mariehamn;60.09726;19.93481;10682;2
Prishibinskoye;39.11817;48.59255;13340;2
Xankǝndi;39.8177;46.7528;53100;10
Tel’mankend;39.87867;48.39902;17242;3
Shushi;39.76006;46.74989;18662;3
Salyan;39.59362;48.98055;36555;7
Neftçala;39.37417;49.24722;18661;3
Nakhchivan;39.20889;45.41222;64754;12
Lǝnkǝran;38.75428;48.85062;50244;10
Imishli;39.87095;48.05995;31381;6
Culfa;38.9558;45.6308;10820;2
Dzhalilabad;39.20963;48.49186;36259;7
Pushkino;39.45833;48.545;18182;3
Astara;38.45598;48.87498;15190;3
Şirvan;39.93788;48.92855;70220;14
Ağdam;39.99096;46.92736;39451;7
Zyrya;40.3661;50.2917;10099;2
Zardob;40.21833;47.70833;10612;2
Zaqatala;41.63361;46.64333;18277;3
Zabrat;40.4761;49.94158;21396;4
Yevlakh;40.61832;47.15014;53716;10
Xudat;41.63096;48.681;13625;2
Xanlar;40.58694;46.31583;17816;3
Xaçmaz;41.46349;48.80605;37175;7
Ujar;40.51902;47.65423;15741;3
Tovuz;40.99222;45.62889;12626;2
Terter;40.345;46.92889;18185;3
Sumqayıt;40.58972;49.66861;265150;53
Qaraçuxur;40.39667;49.97361;72989;14
Saray;40.53222;49.71639;10173;2
Shamkhor;40.82972;46.01889;35421;7
Shamakhi;40.63141;48.64137;29403;5
Sheki;41.19194;47.17056;62191;12
Sabunçu;40.4425;49.94806;20996;4
Sabirabad;40.00946;48.47515;28075;5
Qusar;41.42728;48.42893;16022;3
Quba;41.36259;48.51519;22405;4
Qobustan;40.08238;49.41205;13398;2
Hacıqabul;40.04084;48.94451;23102;4
Qazax;41.09333;45.36611;18903;3
Qax;41.4225;46.92417;11992;2
Qutqashen;40.98139;47.84583;11867;2
Hacı Zeynalabdin;40.62333;49.55861;19019;3
Mingelchaur;40.76395;47.05953;95453;19
Maştağa;40.53278;50.00389;40092;8
Mardakyany;40.49222;50.13889;15267;3
Lökbatan;40.32372;49.72804;30694;6
İsmayıllı;40.77897;48.16375;13610;2
Geoktschai;40.65306;47.74056;35348;7
Hövsan;40.37444;50.08528;36293;7
Ganja;40.68278;46.36056;303268;60
Buzovna;40.51789;50.1139;24795;4
Binagadi;40.46602;49.82783;14012;2
Biny Selo;40.45193;50.08564;24596;4
Barda;40.37444;47.12667;37372;7
Balakhani;40.46344;49.91893;10863;2
Bilajari;40.4444;49.80566;42194;8
Baku;40.37767;49.89201;1116513;223
Artyom;40.47226;50.33304;13435;2
Amirdzhan;40.42639;49.98361;26798;5
Aghsu;40.57028;48.40087;17209;3
Aghstafa;41.11889;45.45389;12542;2
Ağdaş;40.65;47.47611;23528;4
Martakert;40.2104;46.82097;10167;2
Agdzhabedy;40.05278;47.46139;34989;6
Bakıxanov;40.42167;49.96444;66686;13
Badamdar;40.33944;49.80389;11398;2
Živinice;44.44929;18.64978;13641;2
Zenica;44.20169;17.90397;164423;32
Zavidovići;44.44583;18.14972;14380;2
Visoko;43.98889;18.17806;17890;3
Velika Kladuša;45.18497;15.80579;19330;3
Tuzla;44.53842;18.66709;142486;28
Trebinje;42.71197;18.34362;33178;6
Travnik;44.22637;17.66582;31127;6
Stijena;44.9363;16.02224;10844;2
Šipovo;44.28237;17.08597;10738;2
Sarajevo;43.84864;18.35644;696731;139
Sanski Most;44.7667;16.667;13551;2
Novi Travnik;44.17133;17.65816;10006;2
Prozor;43.82222;17.60917;10349;2
Prijedor;44.97991;16.71401;36347;7
Odžak;45.01038;18.3272;11621;2
Mrkonjić Grad;44.41729;17.08288;14737;2
Mostar;43.34333;17.80806;104518;20
Livno;43.82695;17.00746;11748;2
Kakanj;44.13311;18.12292;12406;2
Gradačac;44.87851;18.42764;15659;3
Gračanica;44.70307;18.3101;15758;3
Goražde;43.66795;18.97564;17650;3
Foča;43.50646;18.77854;14615;2
Doboj;44.73179;18.08698;27235;5
Cazin;44.96694;15.94306;21741;4
Bugojno;44.05722;17.45083;41378;8
Brčko;44.87278;18.80833;38479;7
Bosanska Krupa;44.8825;16.15139;15193;3
Bosanska Gradiška;45.14484;17.25453;13346;2
Bileća;42.87645;18.42967;13257;2
Bijeljina;44.75874;19.21437;37692;7
Bihać;44.81694;15.87083;75641;15
Banja Luka;44.77583;17.18556;221106;44
Konjic;43.65126;17.96082;15950;3
Bridgetown;13.1;-59.61667;98511;19
Thākurgaon;26.03097;88.46989;71096;14
Teknāf;20.86382;92.30153;40557;8
Tungi;23.89154;90.40232;337579;67
Sylhet;24.89904;91.87198;237000;47
Dohār;23.59311;90.14251;45543;9
Jamālpur;24.91965;89.94812;167900;33
Shibganj;24.68501;88.15638;35961;7
Sātkhira;22.70817;89.07185;128918;25
Sirājganj;24.45771;89.70802;127481;25
Netrakona;24.88352;90.72898;79016;15
Narsingdi;23.92298;90.71768;281080;56
Sandwīp;22.51409;91.45491;52152;10
Shāhzādpur;24.17687;89.5988;102420;20
Rāmganj;23.1006;90.84989;55241;11
Rājshāhi;24.374;88.60114;700133;140
Pirojpur;22.57965;89.97521;54418;10
Panchagarh;26.33338;88.55777;48531;9
Patiya;22.29543;91.979;51360;10
Parbatipur;25.66369;88.93093;48020;9
Nārāyanganj;23.61352;90.50298;223622;44
Nālchiti;22.63696;90.27195;38703;7
Nāgarpur;24.05783;89.87696;238422;47
Nageswari;25.96817;89.69153;49425;9
Mymensingh;24.75636;90.40646;225126;45
Muktāgācha;24.76484;90.25698;24684;4
Mirzāpur;24.10287;90.09841;41137;8
Maulavi Bāzār;24.48888;91.77075;57441;11
Morrelgonj;22.45566;89.85584;31647;6
Mehendiganj;22.82257;90.52859;39424;7
Mathba;22.28616;89.95882;29760;5
Lalmanirhat;25.91719;89.44595;65127;13
Lākshām;23.24018;91.12143;82290;16
Comilla;23.46186;91.18504;389411;77
Rangpur;25.74664;89.25166;285564;57
Kushtia;23.9028;89.11943;135724;27
Kālīganj;23.40964;89.13801;45631;9
Jhingergācha;23.11134;89.09061;41957;8
Joypur Hāt;25.10147;89.02734;73068;14
Ishurdi;24.12858;89.06573;81995;16
Habiganj;24.38044;91.413;88760;17
Gaurnadi;22.97372;90.22376;40519;8
Gafargaon;24.432;90.5585;34177;6
Feni;23.01134;91.4013;84028;16
Rāipur;23.0391;90.76808;64652;12
Sarankhola;22.31006;89.79113;36470;7
Dhaka;23.7104;90.40744;10356500;2071
Chilmāri;25.55613;89.67097;49736;9
Chhāgalnāiya;23.02475;91.51092;39335;7
Lālmohan;22.33774;90.73708;42220;8
Khagrachhari;23.10787;91.97006;50364;10
Chhātak;25.03858;91.6815;39218;7
Bhātpāra Abhaynagar;23.01472;89.43936;42653;8
Bherāmāra;24.02452;88.99234;38159;7
Bhairab Bāzār;24.0524;90.9764;105457;21
Bāndarban;22.19534;92.21946;32523;6
Kālia;23.043;89.63094;40492;8
Baniachang;24.51863;91.35787;37807;7
Bājitpur;24.21623;90.95002;34560;6
Badarganj;25.67419;89.05377;32600;6
Narail;23.15509;89.49515;55112;11
Tungipāra;22.89983;89.90326;62210;12
Sarishābāri;24.75127;89.83126;81325;16
Sakhipur;24.31988;90.16943;40869;8
Raojān;22.53511;91.91919;25708;5
Phultala;22.71673;89.51194;37985;7
Pālang;23.21824;90.35076;67652;13
Pār Naogaon;24.80418;88.94875;192464;38
Nabīnagar;23.88791;90.96792;31671;6
Lakshmīpur;22.9443;90.83005;61703;12
Kesabpur;22.90725;89.21954;30926;6
Hājīganj;23.25191;90.85508;44343;8
Farīdpur;23.60612;89.84064;112187;22
Dinājpur;25.62745;88.63779;206234;41
Uttar Char Fasson;22.22647;90.71275;48305;9
Chittagong;22.3384;91.83168;3920222;784
Char Bhadrāsan;23.30916;90.22698;34423;6
Bera;24.07821;89.63262;39604;7
Burhānuddin;22.49518;90.7239;45670;9
Sātkania;22.07639;92.04955;52005;10
Cox’s Bāzār;21.45388;91.96765;253788;50
Khulna;22.80978;89.56439;1342339;268
Bhola;22.68759;90.64403;99079;19
Barisāl;22.70497;90.37013;202242;40
Jessore;23.16971;89.21371;243987;48
Pābna;24.00644;89.2372;137888;27
Tāngāil;24.24984;89.91655;180144;36
Bogra;24.85098;89.37108;210000;42
Pīrgaaj;25.85587;88.35943;34606;6
Nawābganj;24.59025;88.27444;142361;28
Mādārīpur;23.17097;90.20935;84789;16
Sherpur;25.01881;90.01751;107419;21
Kishorganj;24.43944;90.78291;90690;18
Manikchari;22.83957;91.84128;24813;4
Bhāndāria;22.48898;90.06273;30219;6
Fatikchari;22.68768;91.78123;33200;6
Saidpur;25.77769;88.89169;199422;39
Zwijndrecht;51.21979;4.32664;18249;3
Zwevegem;50.81268;3.33848;23358;4
Zulte;50.91954;3.44859;14670;2
Zottegem;50.86956;3.81052;24434;4
Zonnebeke;50.8726;2.98725;11581;2
Zonhoven;50.99064;5.36819;19922;3
Zoersel;51.26825;4.71296;20642;4
Zemst;50.98318;4.46079;21096;4
Zelzate;51.18963;3.80777;11901;2
Zele;51.06566;4.0403;20236;4
Zedelgem;51.14236;3.1368;21968;4
Zaventem;50.88365;4.47298;28188;5
Zandhoven;51.21488;4.66164;12306;2
Wuustwezel;51.39214;4.59546;18117;3
Wommelgem;51.20452;4.5225;11917;2
Wingene;51.05782;3.27359;12887;2
Willebroek;51.06041;4.36019;22808;4
Wichelen;51.00526;3.97683;11014;2
Wezembeek-Oppem;50.8395;4.49427;13245;2
Wevelgem;50.8;3.16667;30954;6
Wetteren;51.00526;3.88341;22930;4
Westerlo;51.09049;4.91544;22579;4
Wervik;50.78069;3.03854;17340;3
Wemmel;50.90812;4.30613;14406;2
Wavre;50.71717;4.60138;32112;6
Waterloo;50.71255;4.4014;28910;5
Waremme;50.6976;5.25524;13737;2
Waregem;50.88898;3.42756;35896;7
Wanze;50.53907;5.20846;12918;2
Walcourt;50.25401;4.43796;17501;3
Waasmunster;51.10572;4.08573;10460;2
Vosselaar;51.30856;4.8896;10317;2
Visé;50.7376;5.69907;17054;3
Virton;49.56824;5.53259;11259;2
Vilvoorde;50.92814;4.42938;36955;7
Veurne;51.07231;2.66238;11983;2
Verviers;50.58907;5.86241;52824;10
Turnhout;51.32254;4.94471;39654;7
Tubize;50.69059;4.2009;21859;4
Tremelo;50.99231;4.70807;13721;2
Tournai;50.60715;3.38932;67721;13
Torhout;51.0656;3.10085;18933;3
Tongeren;50.78054;5.46484;29816;5
Tienen;50.80744;4.9378;31743;6
Tielt;50.99931;3.32707;19299;3
Thuin;50.33933;4.28604;14682;2
Theux;50.53323;5.81245;11587;2
Tessenderlo;51.06513;5.08856;16574;3
Tervuren;50.82372;4.51418;20623;4
Ternat;50.86654;4.16682;14569;2
Temse;51.12794;4.21372;26054;5
Stekene;51.2099;4.0365;16989;3
Steenokkerzeel;50.91851;4.50989;10566;2
Staden;50.97456;3.01468;10786;2
Stabroek;51.33189;4.37127;17294;3
Sprimont;50.50922;5.6595;12945;2
Spa;50.48375;5.86674;10756;2
Soumagne;50.61385;5.74679;15237;3
Soignies;50.57904;4.07129;24869;4
Sint-Truiden;50.81679;5.18647;37859;7
Sint-Pieters-Leeuw;50.77926;4.24355;30446;6
Sint-Niklaas;51.16509;4.1437;69010;13
Sint-Kruis;51.21399;3.24949;16000;3
Sint-Katelijne-Waver;51.06691;4.53469;19487;3
Sint-Gillis-Waas;51.21914;4.12374;17658;3
Sint-Genesius-Rode;50.74645;4.35754;17990;3
Seraing;50.58362;5.50115;60737;12
Seneffe;50.53134;4.26301;11025;2
Schoten;51.25251;4.50268;33622;6
Schilde;51.24107;4.58336;20373;4
Saint-Nicolas;50.62837;5.53243;22586;4
Saint-Ghislain;50.44816;3.81886;22500;4
Rumst;51.08153;4.42217;14521;2
Rotselaar;50.95302;4.71665;15007;3
Ronse;50.74574;3.6005;24204;4
Roeselare;50.94653;3.12269;56016;11
Rochefort;50.1631;5.2216;11978;2
Rixensart;50.71229;4.52529;21616;4
Rijkevorsel;51.34795;4.76053;10606;2
Riemst;50.80995;5.60131;15809;3
Retie;51.26652;5.08242;10069;2
Rebecq-Rognon;50.65147;4.10683;10049;2
Ravels;51.37274;4.9921;13560;2
Ranst;51.18983;4.56533;17405;3
Quaregnon;50.44067;3.8653;18491;3
Puurs;51.07409;4.28844;15944;3
Putte;51.05337;4.63263;15276;3
Profondeville;50.37581;4.86506;11401;2
Poperinge;50.85386;2.72659;19537;3
Pont-à-Celles;50.50518;4.36887;15909;3
Péruwelz;50.50819;3.59373;16647;3
Peer;51.1303;5.45952;15551;3
Overpelt;51.21038;5.41557;13344;2
Overijse;50.77436;4.53461;23486;4
Oupeye;50.71184;5.6468;23594;4
Oud-Turnhout;51.31978;4.9841;12354;2
Oud-Heverlee;50.83522;4.66421;10533;2
Oudenaarde;50.85168;3.60891;27935;5
Opwijk;50.96724;4.18442;12045;2
Oostkamp;51.15432;3.23128;21489;4
Oosterzele;50.95261;3.79826;13151;2
Oostende;51.22339;2.91185;69011;13
Olen;51.14391;4.8598;11070;2
Nivelles;50.59833;4.32848;24149;4
Ninove;50.82776;4.02657;34795;6
Nijlen;51.16096;4.67008;20792;4
Nieuwpoort;51.13008;2.75134;10845;2
Nevele;51.03531;3.54574;11153;2
Neerpelt;51.22807;5.4427;16122;3
Nazareth;50.95686;3.59426;10890;2
Namur;50.4669;4.86746;106284;21
Mouscron;50.74497;3.20639;52069;10
Mortsel;51.16697;4.45127;24525;4
Morlanwelz-Mariemont;50.45502;4.24519;18233;3
Moorslede;50.8919;3.06117;10720;2
Mons;50.45413;3.95229;91277;18
Mol;51.19188;5.11662;32659;6
Middelkerke;51.18532;2.82077;17789;3
Meulebeke;50.95136;3.28804;10948;2
Mettet;50.32119;4.66232;12014;2
Merelbeke;50.99447;3.74621;22047;4
Merchtem;50.95129;4.23197;14660;2
Menen;50.79722;3.12245;31916;6
Melle;51.00232;3.80526;10687;2
Meise;50.93934;4.32655;18497;3
Mechelen;51.02574;4.47762;77530;15
Marche-en-Famenne;50.22678;5.34416;16856;3
Manage;50.50312;4.23589;22196;4
Malmédy;50.42686;6.02794;11514;2
Maldegem;51.20737;3.44511;22092;4
Machelen;50.91061;4.44174;12252;2
Maasmechelen;50.96545;5.69452;36251;7
Maaseik;51.09802;5.78379;23684;4
Lummen;50.98772;5.19121;13689;2
Lubbeek;50.88278;4.83896;13574;2
Louvain-la-Neuve;50.66829;4.61443;29521;5
Londerzeel;51.00468;4.30304;17274;3
Lommel;51.23074;5.31349;31993;6
Lokeren;51.10364;3.99339;37567;7
Lochristi;51.09644;3.83194;19696;3
Lille;51.24197;4.82312;15466;3
Lier;51.13128;4.57042;33272;6
Liège;50.63373;5.56749;182597;36
Liedekerke;50.86892;4.08743;11980;2
Leuven;50.87959;4.70093;92892;18
Lessines;50.71104;3.83579;17687;3
Leopoldsburg;51.11667;5.25;14149;2
Lede;50.96626;3.98594;16813;3
Lebbeke;51.00464;4.13457;17372;3
Landen;50.75266;5.082;14458;2
Lanaken;50.89318;5.6468;24771;4
La Louvière;50.48657;4.18785;76668;15
La Calamine;50.71809;6.01107;10232;2
Laarne;51.03078;3.85077;11600;2
Kuurne;50.85143;3.2824;12638;2
Kruibeke;51.17048;4.31444;14815;2
Kraainem;50.86155;4.46946;12815;2
Kortrijk;50.82803;3.26487;73879;14
Kortenberg;50.88982;4.54353;17774;3
Kortemark;51.02951;3.04112;11937;2
Kontich;51.13213;4.44706;20290;4
Koksijde;51.11642;2.63772;21027;4
Knokke-Heist;51.35;3.26667;33781;6
Kinrooi;51.14543;5.74207;11946;2
Keerbergen;51.00295;4.63434;12363;2
Kasterlee;51.24118;4.96651;17765;3
Kapellen;51.31377;4.43539;26410;5
Kampenhout;50.9421;4.55103;10784;2
Kalmthout;51.38442;4.47556;17485;3
Jodoigne;50.72357;4.86914;11930;2
Jabbeke;51.18185;3.08935;13488;2
Izegem;50.91396;3.21378;26382;5
Ingelmunster;50.92081;3.25571;10603;2
Ieper;50.85114;2.88569;35089;7
Ichtegem;51.09572;3.01549;13582;2
Huy;50.51894;5.23284;19973;3
Houthalen;51.03427;5.37429;30050;6
Hoogstraten;51.40029;4.76034;18524;3
Hoeilaart;50.7673;4.46835;10272;2
Hoboken;51.17611;4.34844;34443;6
Heusden;51.03664;5.28013;31017;6
Herzele;50.88681;3.89014;16523;3
Herve;50.64083;5.79353;16544;3
Herstal;50.66415;5.62346;36503;7
Herselt;51.05159;4.88231;13493;2
Herk-de-Stad;50.94013;5.16636;11566;2
Herentals;51.17655;4.83248;25912;5
Herent;50.90861;4.67056;19218;3
Helchteren;51.05591;5.38244;30050;6
Heist-op-den-Berg;51.07537;4.72827;37873;7
Hasselt;50.93106;5.33781;69222;13
Harelbeke;50.85343;3.30935;25978;5
Hannut;50.67142;5.07898;14129;2
Hamme;51.09822;4.13705;22891;4
Halle;50.73385;4.23454;34479;6
Haaltert;50.90634;4.00093;17129;3
Haacht;50.97737;4.63777;13541;2
Grobbendonk;51.19043;4.73562;10724;2
Grimbergen;50.93409;4.37213;33561;6
Grez-Doiceau;50.73901;4.69829;12367;2
Gistel;51.15612;2.96388;11084;2
Gerpinnes;50.33789;4.52731;11977;2
Geraardsbergen;50.77343;3.88223;30807;6
Gent;51.05;3.71667;231493;46
Genk;50.965;5.50082;63666;12
Genappe;50.61173;4.45152;14266;2
Gembloux;50.56149;4.69889;21676;4
Geel;51.16557;4.98917;34697;6
Gavere;50.92917;3.66184;11888;2
Frasnes-lez-Buissenal;50.66783;3.62047;10936;2
Frameries;50.40578;3.89603;20598;4
Florennes;50.25127;4.60636;10723;2
Fleurus;50.48351;4.55006;22080;4
Fléron;50.61516;5.68062;15994;3
Flémalle-Haute;50.59994;5.44471;25144;5
Farciennes;50.43006;4.54152;11488;2
Evergem;51.1053;3.704;31615;6
Eupen;50.6279;6.03647;18029;3
Essen;51.46272;4.45393;16754;3
Esneux;50.53596;5.56775;13497;2
Enghien;50.68373;4.03284;11367;2
Éghezée;50.59076;4.91175;14352;2
Eeklo;51.18703;3.55654;19116;3
Edegem;51.15662;4.44504;21839;4
Durbuy;50.35291;5.45631;10251;2
